"","Department","Date","Zile"
"1145","Head and Neck Tumours, local anaesthesia",2023-11-10,26
"1146","Head and Neck Tumours, local anaesthesia",2023-11-17,27
"1147","Head and Neck Tumours, local anaesthesia",2023-11-24,32
"1148","Head and Neck Tumours, local anaesthesia",2023-12-01,25
"1149","Head and Neck Tumours, local anaesthesia",2023-12-08,27
"1150","Head and Neck Tumours, local anaesthesia",2023-12-15,25
"1151","Head and Neck Tumours, local anaesthesia",2023-12-22,27
"1152","Head and Neck Tumours, local anaesthesia",2023-12-29,45
"1153","Hematology 1",2022-03-04,3
"1154","Hematology 1",2022-03-11,3
"1155","Hematology 1",2022-03-18,2
"1156","Hematology 1",2022-03-25,2
"1157","Hematology 1",2022-04-01,2
"1158","Hematology 1",2022-04-08,2
"1159","Hematology 1",2022-04-15,2
"1160","Hematology 1",2022-04-22,2
"1161","Hematology 1",2022-04-29,0
"1162","Hematology 1",2022-05-06,0
"1163","Hematology 1",2022-05-13,1
"1164","Hematology 1",2022-05-20,2
"1165","Hematology 1",2022-05-27,2
"1166","Hematology 1",2022-06-03,2
"1167","Hematology 1",2022-06-10,2
"1168","Hematology 1",2022-06-17,2
"1169","Hematology 1",2022-06-24,2
"1170","Hematology 1",2022-07-01,2
"1171","Hematology 1",2022-07-08,2
"1172","Hematology 1",2022-07-15,2
"1173","Hematology 1",2022-07-22,2
"1174","Hematology 1",2022-07-29,2
"1175","Hematology 1",2022-08-05,2
"1176","Hematology 1",2022-08-12,2
"1177","Hematology 1",2022-08-19,2
"1178","Hematology 1",2022-08-26,2
"1179","Hematology 1",2022-09-02,3
"1180","Hematology 1",2022-09-09,1
"1181","Hematology 1",2022-09-16,1
"1182","Hematology 1",2022-09-23,32
"1183","Hematology 1",2022-09-30,2
"1184","Hematology 1",2022-10-07,1
"1185","Hematology 1",2022-10-14,1
"1186","Hematology 1",2022-10-21,0
"1187","Hematology 1",2022-10-28,4
"1188","Hematology 1",2022-11-04,2
"1189","Hematology 1",2022-11-11,0
"1190","Hematology 1",2022-11-18,3
"1191","Hematology 1",2022-11-25,2
"1192","Hematology 1",2022-12-02,4
"1193","Hematology 1",2022-12-09,2
"1194","Hematology 1",2022-12-16,2
"1195","Hematology 1",2022-12-23,2
"1196","Hematology 1",2022-12-30,2
"1197","Hematology 1",2023-01-06,2
"1198","Hematology 1",2023-01-13,2
"1199","Hematology 1",2023-01-20,2
"1200","Hematology 1",2023-01-27,2
"1201","Hematology 1",2023-02-03,0
"1202","Hematology 1",2023-02-10,4
"1203","Hematology 1",2023-02-17,3
"1204","Hematology 1",2023-02-24,4
"1205","Hematology 1",2023-03-03,2
"1206","Hematology 1",2023-03-10,3
"1207","Hematology 1",2023-03-17,2
"1208","Hematology 1",2023-03-24,2
"1209","Hematology 1",2023-03-31,0
"1210","Hematology 1",2023-04-07,2
"1211","Hematology 1",2023-04-14,2
"1212","Hematology 1",2023-04-21,2
"1213","Hematology 1",2023-04-28,1
"1214","Hematology 1",2023-05-05,9
"1215","Hematology 1",2023-05-12,15
"1216","Hematology 1",2023-05-19,0
"1217","Hematology 1",2023-05-26,2
"1218","Hematology 1",2023-06-02,2
"1219","Hematology 1",2023-06-09,2
"1220","Hematology 1",2023-06-16,2
"1221","Hematology 1",2023-06-23,2
"1222","Hematology 1",2023-06-30,0
"1223","Hematology 1",2023-07-07,0
"1224","Hematology 1",2023-07-14,3
"1225","Hematology 1",2023-07-21,1
"1226","Hematology 1",2023-07-28,0
"1227","Hematology 1",2023-08-04,1
"1228","Hematology 1",2023-08-11,1
"1229","Hematology 1",2023-08-18,1
"1230","Hematology 1",2023-08-25,2
"1231","Hematology 1",2023-09-01,0
"1232","Hematology 1",2023-09-08,1
"1233","Hematology 1",2023-09-15,1
"1234","Hematology 1",2023-09-22,1
"1235","Hematology 1",2023-09-29,2
"1236","Hematology 1",2023-10-06,4
"1237","Hematology 1",2023-10-13,5
"1238","Hematology 1",2023-10-20,3
"1239","Hematology 1",2023-10-27,5
"1240","Hematology 1",2023-11-03,4
"1241","Hematology 1",2023-11-10,4
"1242","Hematology 1",2023-11-17,5
"1243","Hematology 1",2023-11-24,5
"1244","Hematology 1",2023-12-01,3
"1245","Hematology 1",2023-12-08,4
"1246","Hematology 1",2023-12-15,4
"1247","Hematology 1",2023-12-22,4
"1248","Hematology 1",2023-12-29,4
"1249","Hematology 2",2022-03-04,0
"1250","Hematology 2",2022-03-11,0
"1251","Hematology 2",2022-03-18,1
"1252","Hematology 2",2022-03-25,2
"1253","Hematology 2",2022-04-01,2
"1254","Hematology 2",2022-04-08,2
"1255","Hematology 2",2022-04-15,2
"1256","Hematology 2",2022-04-22,2
"1257","Hematology 2",2022-04-29,1
"1258","Hematology 2",2022-05-06,0
"1259","Hematology 2",2022-05-13,1
"1260","Hematology 2",2022-05-20,2
"1261","Hematology 2",2022-05-27,2
"1262","Hematology 2",2022-06-03,2
"1263","Hematology 2",2022-06-10,2
"1264","Hematology 2",2022-06-17,2
"1265","Hematology 2",2022-06-24,2
"1266","Hematology 2",2022-07-01,2
"1267","Hematology 2",2022-07-08,2
"1268","Hematology 2",2022-07-15,2
"1269","Hematology 2",2022-07-22,2
"1270","Hematology 2",2022-07-29,2
"1271","Hematology 2",2022-08-05,2
"1272","Hematology 2",2022-08-12,2
"1273","Hematology 2",2022-08-19,2
"1274","Hematology 2",2022-08-26,2
"1275","Hematology 2",2022-09-02,3
"1276","Hematology 2",2022-09-09,1
"1277","Hematology 2",2022-09-16,1
"1278","Hematology 2",2022-09-23,2
"1279","Hematology 2",2022-09-30,2
"1280","Hematology 2",2022-10-07,1
"1281","Hematology 2",2022-10-14,1
"1282","Hematology 2",2022-10-21,1
"1283","Hematology 2",2022-10-28,4
"1284","Hematology 2",2022-11-04,2
"1285","Hematology 2",2022-11-11,2
"1286","Hematology 2",2022-11-18,2
"1287","Hematology 2",2022-11-25,3
"1288","Hematology 2",2022-12-02,4
"1289","Hematology 2",2022-12-09,3
"1290","Hematology 2",2022-12-16,3
"1291","Hematology 2",2022-12-23,4
"1292","Hematology 2",2022-12-30,2
"1293","Hematology 2",2023-01-06,7
"1294","Hematology 2",2023-01-13,7
"1295","Hematology 2",2023-01-20,4
"1296","Hematology 2",2023-01-27,8
"1297","Hematology 2",2023-02-03,1
"1298","Hematology 2",2023-02-10,4
"1299","Hematology 2",2023-02-17,3
"1300","Hematology 2",2023-02-24,4
"1301","Hematology 2",2023-03-03,2
"1302","Hematology 2",2023-03-10,3
"1303","Hematology 2",2023-03-17,3
"1304","Hematology 2",2023-03-24,2
"1305","Hematology 2",2023-03-31,3
"1306","Hematology 2",2023-04-07,13
"1307","Hematology 2",2023-04-14,8
"1308","Hematology 2",2023-04-21,3
"1309","Hematology 2",2023-04-28,3
"1310","Hematology 2",2023-05-05,9
"1311","Hematology 2",2023-05-12,15
"1312","Hematology 2",2023-05-19,2
"1313","Hematology 2",2023-05-26,2
"1314","Hematology 2",2023-06-02,2
"1315","Hematology 2",2023-06-09,2
"1316","Hematology 2",2023-06-16,3
"1317","Hematology 2",2023-06-23,2
"1318","Hematology 2",2023-06-30,0
"1319","Hematology 2",2023-07-07,0
"1320","Hematology 2",2023-07-14,2
"1321","Hematology 2",2023-07-21,0
"1322","Hematology 2",2023-07-28,0
"1323","Hematology 2",2023-08-04,0
"1324","Hematology 2",2023-08-11,2
"1325","Hematology 2",2023-08-18,2
"1326","Hematology 2",2023-08-25,1
"1327","Hematology 2",2023-09-01,1
"1328","Hematology 2",2023-09-08,2
"1329","Hematology 2",2023-09-15,1
"1330","Hematology 2",2023-09-22,1
"1331","Hematology 2",2023-09-29,3
"1332","Hematology 2",2023-10-06,5
"1333","Hematology 2",2023-10-13,4
"1334","Hematology 2",2023-10-20,4
"1335","Hematology 2",2023-10-27,5
"1336","Hematology 2",2023-11-03,5
"1337","Hematology 2",2023-11-10,3
"1338","Hematology 2",2023-11-17,5
"1339","Hematology 2",2023-11-24,5
"1340","Hematology 2",2023-12-01,4
"1341","Hematology 2",2023-12-08,5
"1342","Hematology 2",2023-12-15,5
"1343","Hematology 2",2023-12-22,5
"1344","Hematology 2",2023-12-29,6
"1345","Hematology 3",2022-03-04,3
"1346","Hematology 3",2022-03-11,3
"1347","Hematology 3",2022-03-18,2
"1348","Hematology 3",2022-03-25,2
"1349","Hematology 3",2022-04-01,2
"1350","Hematology 3",2022-04-08,2
"1351","Hematology 3",2022-04-15,2
"1352","Hematology 3",2022-04-22,2
"1353","Hematology 3",2022-04-29,0
"1354","Hematology 3",2022-05-06,0
"1355","Hematology 3",2022-05-13,1
"1356","Hematology 3",2022-05-20,2
"1357","Hematology 3",2022-05-27,2
"1358","Hematology 3",2022-06-03,2
"1359","Hematology 3",2022-06-10,2
"1360","Hematology 3",2022-06-17,2
"1361","Hematology 3",2022-06-24,2
"1362","Hematology 3",2022-07-01,2
"1363","Hematology 3",2022-07-08,5
"1364","Hematology 3",2022-07-15,2
"1365","Hematology 3",2022-07-22,2
"1366","Hematology 3",2022-07-29,2
"1367","Hematology 3",2022-08-05,2
"1368","Hematology 3",2022-08-12,1
"1369","Hematology 3",2022-08-19,14
"1370","Hematology 3",2022-08-26,2
"1371","Hematology 3",2022-09-02,3
"1372","Hematology 3",2022-09-09,1
"1373","Hematology 3",2022-09-16,1
"1374","Hematology 3",2022-09-23,32
"1375","Hematology 3",2022-09-30,2
"1376","Hematology 3",2022-10-07,1
"1377","Hematology 3",2022-10-14,0
"1378","Hematology 3",2022-10-21,0
"1379","Hematology 3",2022-10-28,0
"1380","Hematology 3",2022-11-04,0
"1381","Hematology 3",2022-11-11,0
"1382","Hematology 3",2022-11-18,0
"1383","Hematology 3",2022-11-25,0
"1384","Hematology 3",2022-12-02,4
"1385","Hematology 3",2022-12-09,3
"1386","Hematology 3",2022-12-16,3
"1387","Hematology 3",2022-12-23,2
"1388","Hematology 3",2022-12-30,2
"1389","Hematology 3",2023-01-06,2
"1390","Hematology 3",2023-01-13,4
"1391","Hematology 3",2023-01-20,2
"1392","Hematology 3",2023-01-27,2
"1393","Hematology 3",2023-02-03,3
"1394","Hematology 3",2023-02-10,4
"1395","Hematology 3",2023-02-17,3
"1396","Hematology 3",2023-02-24,4
"1397","Hematology 3",2023-03-03,2
"1398","Hematology 3",2023-03-10,3
"1399","Hematology 3",2023-03-17,2
"1400","Hematology 3",2023-03-24,2
"1401","Hematology 3",2023-03-31,0
"1402","Hematology 3",2023-04-07,2
"1403","Hematology 3",2023-04-14,2
"1404","Hematology 3",2023-04-21,2
"1405","Hematology 3",2023-04-28,3
"1406","Hematology 3",2023-05-05,10
"1407","Hematology 3",2023-05-12,15
"1408","Hematology 3",2023-05-19,1
"1409","Hematology 3",2023-05-26,2
"1410","Hematology 3",2023-06-02,2
"1411","Hematology 3",2023-06-09,2
"1412","Hematology 3",2023-06-16,4
"1413","Hematology 3",2023-06-23,2
"1414","Hematology 3",2023-06-30,0
"1415","Hematology 3",2023-07-07,2
"1416","Hematology 3",2023-07-14,0
"1417","Hematology 3",2023-07-21,1
"1418","Hematology 3",2023-07-28,0
"1419","Hematology 3",2023-08-04,1
"1420","Hematology 3",2023-08-11,1
"1421","Hematology 3",2023-08-18,7
"1422","Hematology 3",2023-08-25,2
"1423","Hematology 3",2023-09-01,1
"1424","Hematology 3",2023-09-08,2
"1425","Hematology 3",2023-09-15,3
"1426","Hematology 3",2023-09-22,2
"1427","Hematology 3",2023-09-29,4
"1428","Hematology 3",2023-10-06,5
"1429","Hematology 3",2023-10-13,4
"1430","Hematology 3",2023-10-20,5
"1431","Hematology 3",2023-10-27,5
"1432","Hematology 3",2023-11-03,5
"1433","Hematology 3",2023-11-10,4
"1434","Hematology 3",2023-11-17,6
"1435","Hematology 3",2023-11-24,6
"1436","Hematology 3",2023-12-01,3
"1437","Hematology 3",2023-12-08,4
"1438","Hematology 3",2023-12-15,5
"1439","Hematology 3",2023-12-22,5
"1440","Hematology 3",2023-12-29,4
"1441","Medical Oncology 1",2022-03-04,12
"1442","Medical Oncology 1",2022-03-11,12
"1443","Medical Oncology 1",2022-03-18,11
"1444","Medical Oncology 1",2022-03-25,10
"1445","Medical Oncology 1",2022-04-01,10
"1446","Medical Oncology 1",2022-04-08,14
"1447","Medical Oncology 1",2022-04-15,9
"1448","Medical Oncology 1",2022-04-22,17
"1449","Medical Oncology 1",2022-04-29,16
"1450","Medical Oncology 1",2022-05-06,13
"1451","Medical Oncology 1",2022-05-13,14
"1452","Medical Oncology 1",2022-05-20,14
"1453","Medical Oncology 1",2022-05-27,7
"1454","Medical Oncology 1",2022-06-03,7
"1455","Medical Oncology 1",2022-06-10,8
"1456","Medical Oncology 1",2022-06-17,10
"1457","Medical Oncology 1",2022-06-24,27
"1458","Medical Oncology 1",2022-07-01,16
"1459","Medical Oncology 1",2022-07-08,14
"1460","Medical Oncology 1",2022-07-15,18
"1461","Medical Oncology 1",2022-07-22,23
"1462","Medical Oncology 1",2022-07-29,14
"1463","Medical Oncology 1",2022-08-05,15
"1464","Medical Oncology 1",2022-08-12,10
"1465","Medical Oncology 1",2022-08-19,14
"1466","Medical Oncology 1",2022-08-26,10
"1467","Medical Oncology 1",2022-09-02,14
"1468","Medical Oncology 1",2022-09-09,10
"1469","Medical Oncology 1",2022-09-16,10
"1470","Medical Oncology 1",2022-09-23,10
"1471","Medical Oncology 1",2022-09-30,14
"1472","Medical Oncology 1",2022-10-07,22
"1473","Medical Oncology 1",2022-10-14,14
"1474","Medical Oncology 1",2022-10-21,14
"1475","Medical Oncology 1",2022-10-28,10
"1476","Medical Oncology 1",2022-11-04,14
"1477","Medical Oncology 1",2022-11-11,9
"1478","Medical Oncology 1",2022-11-18,8
"1479","Medical Oncology 1",2022-11-25,9
"1480","Medical Oncology 1",2022-12-02,14
"1481","Medical Oncology 1",2022-12-09,8
"1482","Medical Oncology 1",2022-12-16,11
"1483","Medical Oncology 1",2022-12-23,14
"1484","Medical Oncology 1",2022-12-30,14
"1485","Medical Oncology 1",2023-01-06,10
"1486","Medical Oncology 1",2023-01-13,4
"1487","Medical Oncology 1",2023-01-20,10
"1488","Medical Oncology 1",2023-01-27,9
"1489","Medical Oncology 1",2023-02-03,8
"1490","Medical Oncology 1",2023-02-10,7
"1491","Medical Oncology 1",2023-02-17,7
"1492","Medical Oncology 1",2023-02-24,9
"1493","Medical Oncology 1",2023-03-03,10
"1494","Medical Oncology 1",2023-03-10,9
"1495","Medical Oncology 1",2023-03-17,14
"1496","Medical Oncology 1",2023-03-24,10
"1497","Medical Oncology 1",2023-03-31,10
"1498","Medical Oncology 1",2023-04-07,10
"1499","Medical Oncology 1",2023-04-14,9
"1500","Medical Oncology 1",2023-04-21,15
"1501","Medical Oncology 1",2023-04-28,8
"1502","Medical Oncology 1",2023-05-05,14
"1503","Medical Oncology 1",2023-05-12,8
"1504","Medical Oncology 1",2023-05-19,4
"1505","Medical Oncology 1",2023-05-26,15
"1506","Medical Oncology 1",2023-06-02,6
"1507","Medical Oncology 1",2023-06-09,7
"1508","Medical Oncology 1",2023-06-16,8
"1509","Medical Oncology 1",2023-06-23,7
"1510","Medical Oncology 1",2023-06-30,11
"1511","Medical Oncology 1",2023-07-07,4
"1512","Medical Oncology 1",2023-07-14,7
"1513","Medical Oncology 1",2023-07-21,7
"1514","Medical Oncology 1",2023-07-28,8
"1515","Medical Oncology 1",2023-08-04,3
"1516","Medical Oncology 1",2023-08-11,8
"1517","Medical Oncology 1",2023-08-18,7
"1518","Medical Oncology 1",2023-08-25,7
"1519","Medical Oncology 1",2023-09-01,11
"1520","Medical Oncology 1",2023-09-08,9
"1521","Medical Oncology 1",2023-09-15,2
"1522","Medical Oncology 1",2023-09-22,4
"1523","Medical Oncology 1",2023-09-29,5
"1524","Medical Oncology 1",2023-10-06,6
"1525","Medical Oncology 1",2023-10-13,11
"1526","Medical Oncology 1",2023-10-20,5
"1527","Medical Oncology 1",2023-10-27,7
"1528","Medical Oncology 1",2023-11-03,6
"1529","Medical Oncology 1",2023-11-10,14
"1530","Medical Oncology 1",2023-11-17,13
"1531","Medical Oncology 1",2023-11-24,7
"1532","Medical Oncology 1",2023-12-01,11
"1533","Medical Oncology 1",2023-12-08,14
"1534","Medical Oncology 1",2023-12-15,11
"1535","Medical Oncology 1",2023-12-22,11
"1536","Medical Oncology 1",2023-12-29,24
"1537","Medical Oncology 2",2022-03-04,7
"1538","Medical Oncology 2",2022-03-11,6
"1539","Medical Oncology 2",2022-03-18,5
"1540","Medical Oncology 2",2022-03-25,4
"1541","Medical Oncology 2",2022-04-01,3
"1542","Medical Oncology 2",2022-04-08,7
"1543","Medical Oncology 2",2022-04-15,0
"1544","Medical Oncology 2",2022-04-22,17
"1545","Medical Oncology 2",2022-04-29,7
"1546","Medical Oncology 2",2022-05-06,7
"1547","Medical Oncology 2",2022-05-13,7
"1548","Medical Oncology 2",2022-05-20,7
"1549","Medical Oncology 2",2022-05-27,7
"1550","Medical Oncology 2",2022-06-03,7
"1551","Medical Oncology 2",2022-06-10,8
"1552","Medical Oncology 2",2022-06-17,8
"1553","Medical Oncology 2",2022-06-24,8
"1554","Medical Oncology 2",2022-07-01,14
"1555","Medical Oncology 2",2022-07-08,7
"1556","Medical Oncology 2",2022-07-15,12
"1557","Medical Oncology 2",2022-07-22,16
"1558","Medical Oncology 2",2022-07-29,7
"1559","Medical Oncology 2",2022-08-05,9
"1560","Medical Oncology 2",2022-08-12,2
"1561","Medical Oncology 2",2022-08-19,9
"1562","Medical Oncology 2",2022-08-26,11
"1563","Medical Oncology 2",2022-09-02,15
"1564","Medical Oncology 2",2022-09-09,3
"1565","Medical Oncology 2",2022-09-16,3
"1566","Medical Oncology 2",2022-09-23,3
"1567","Medical Oncology 2",2022-09-30,11
"1568","Medical Oncology 2",2022-10-07,14
"1569","Medical Oncology 2",2022-10-14,0
"1570","Medical Oncology 2",2022-10-21,7
"1571","Medical Oncology 2",2022-10-28,2
"1572","Medical Oncology 2",2022-11-04,3
"1573","Medical Oncology 2",2022-11-11,2
"1574","Medical Oncology 2",2022-11-18,1
"1575","Medical Oncology 2",2022-11-25,9
"1576","Medical Oncology 2",2022-12-02,3
"1577","Medical Oncology 2",2022-12-09,8
"1578","Medical Oncology 2",2022-12-16,9
"1579","Medical Oncology 2",2022-12-23,9
"1580","Medical Oncology 2",2022-12-30,2
"1581","Medical Oncology 2",2023-01-06,3
"1582","Medical Oncology 2",2023-01-13,4
"1583","Medical Oncology 2",2023-01-20,3
"1584","Medical Oncology 2",2023-01-27,3
"1585","Medical Oncology 2",2023-02-03,3
"1586","Medical Oncology 2",2023-02-10,7
"1587","Medical Oncology 2",2023-02-17,7
"1588","Medical Oncology 2",2023-02-24,4
"1589","Medical Oncology 2",2023-03-03,4
"1590","Medical Oncology 2",2023-03-10,3
"1591","Medical Oncology 2",2023-03-17,7
"1592","Medical Oncology 2",2023-03-24,4
"1593","Medical Oncology 2",2023-03-31,4
"1594","Medical Oncology 2",2023-04-07,7
"1595","Medical Oncology 2",2023-04-14,4
"1596","Medical Oncology 2",2023-04-21,1
"1597","Medical Oncology 2",2023-04-28,3
"1598","Medical Oncology 2",2023-05-05,14
"1599","Medical Oncology 2",2023-05-12,8
"1600","Medical Oncology 2",2023-05-19,3
"1601","Medical Oncology 2",2023-05-26,7
"1602","Medical Oncology 2",2023-06-02,4
"1603","Medical Oncology 2",2023-06-09,1
"1604","Medical Oncology 2",2023-06-16,3
"1605","Medical Oncology 2",2023-06-23,4
"1606","Medical Oncology 2",2023-06-30,8
"1607","Medical Oncology 2",2023-07-07,4
"1608","Medical Oncology 2",2023-07-14,4
"1609","Medical Oncology 2",2023-07-21,0
"1610","Medical Oncology 2",2023-07-28,7
"1611","Medical Oncology 2",2023-08-04,4
"1612","Medical Oncology 2",2023-08-11,9
"1613","Medical Oncology 2",2023-08-18,7
"1614","Medical Oncology 2",2023-08-25,8
"1615","Medical Oncology 2",2023-09-01,11
"1616","Medical Oncology 2",2023-09-08,4
"1617","Medical Oncology 2",2023-09-15,2
"1618","Medical Oncology 2",2023-09-22,2
"1619","Medical Oncology 2",2023-09-29,4
"1620","Medical Oncology 2",2023-10-06,7
"1621","Medical Oncology 2",2023-10-13,10
"1622","Medical Oncology 2",2023-10-20,6
"1623","Medical Oncology 2",2023-10-27,6
"1624","Medical Oncology 2",2023-11-03,6
"1625","Medical Oncology 2",2023-11-10,12
"1626","Medical Oncology 2",2023-11-17,6
"1627","Medical Oncology 2",2023-11-24,7
"1628","Medical Oncology 2",2023-12-01,10
"1629","Medical Oncology 2",2023-12-08,7
"1630","Medical Oncology 2",2023-12-15,11
"1631","Medical Oncology 2",2023-12-22,4
"1632","Medical Oncology 2",2023-12-29,11
"1633","Medical Oncology 3",2022-03-04,5
"1634","Medical Oncology 3",2022-03-11,8
"1635","Medical Oncology 3",2022-03-18,11
"1636","Medical Oncology 3",2022-03-25,14
"1637","Medical Oncology 3",2022-04-01,17
"1638","Medical Oncology 3",2022-04-08,22
"1639","Medical Oncology 3",2022-04-15,9
"1640","Medical Oncology 3",2022-04-22,23
"1641","Medical Oncology 3",2022-04-29,7
"1642","Medical Oncology 3",2022-05-06,13
"1643","Medical Oncology 3",2022-05-13,18
"1644","Medical Oncology 3",2022-05-20,22
"1645","Medical Oncology 3",2022-05-27,12
"1646","Medical Oncology 3",2022-06-03,17
"1647","Medical Oncology 3",2022-06-10,16
"1648","Medical Oncology 3",2022-06-17,14
"1649","Medical Oncology 3",2022-06-24,10
"1650","Medical Oncology 3",2022-07-01,21
"1651","Medical Oncology 3",2022-07-08,18
"1652","Medical Oncology 3",2022-07-15,25
"1653","Medical Oncology 3",2022-07-22,32
"1654","Medical Oncology 3",2022-07-29,21
"1655","Medical Oncology 3",2022-08-05,28
"1656","Medical Oncology 3",2022-08-12,12
"1657","Medical Oncology 3",2022-08-19,17
"1658","Medical Oncology 3",2022-08-26,10
"1659","Medical Oncology 3",2022-09-02,24
"1660","Medical Oncology 3",2022-09-09,19
"1661","Medical Oncology 3",2022-09-16,19
"1662","Medical Oncology 3",2022-09-23,19
"1663","Medical Oncology 3",2022-09-30,18
"1664","Medical Oncology 3",2022-10-07,30
"1665","Medical Oncology 3",2022-10-14,29
"1666","Medical Oncology 3",2022-10-21,21
"1667","Medical Oncology 3",2022-10-28,14
"1668","Medical Oncology 3",2022-11-04,21
"1669","Medical Oncology 3",2022-11-11,19
"1670","Medical Oncology 3",2022-11-18,21
"1671","Medical Oncology 3",2022-11-25,23
"1672","Medical Oncology 3",2022-12-02,21
"1673","Medical Oncology 3",2022-12-09,14
"1674","Medical Oncology 3",2022-12-16,16
"1675","Medical Oncology 3",2022-12-23,18
"1676","Medical Oncology 3",2022-12-30,17
"1677","Medical Oncology 3",2023-01-06,4
"1678","Medical Oncology 3",2023-01-13,11
"1679","Medical Oncology 3",2023-01-20,15
"1680","Medical Oncology 3",2023-01-27,18
"1681","Medical Oncology 3",2023-02-03,14
"1682","Medical Oncology 3",2023-02-10,14
"1683","Medical Oncology 3",2023-02-17,14
"1684","Medical Oncology 3",2023-02-24,8
"1685","Medical Oncology 3",2023-03-03,11
"1686","Medical Oncology 3",2023-03-10,9
"1687","Medical Oncology 3",2023-03-17,16
"1688","Medical Oncology 3",2023-03-24,6
"1689","Medical Oncology 3",2023-03-31,8
"1690","Medical Oncology 3",2023-04-07,13
"1691","Medical Oncology 3",2023-04-14,11
"1692","Medical Oncology 3",2023-04-21,16
"1693","Medical Oncology 3",2023-04-28,22
"1694","Medical Oncology 3",2023-05-05,16
"1695","Medical Oncology 3",2023-05-12,9
"1696","Medical Oncology 3",2023-05-19,16
"1697","Medical Oncology 3",2023-05-26,22
"1698","Medical Oncology 3",2023-06-02,14
"1699","Medical Oncology 3",2023-06-09,16
"1700","Medical Oncology 3",2023-06-16,11
"1701","Medical Oncology 3",2023-06-23,9
"1702","Medical Oncology 3",2023-06-30,18
"1703","Medical Oncology 3",2023-07-07,7
"1704","Medical Oncology 3",2023-07-14,14
"1705","Medical Oncology 3",2023-07-21,16
"1706","Medical Oncology 3",2023-07-28,11
"1707","Medical Oncology 3",2023-08-04,14
"1708","Medical Oncology 3",2023-08-11,18
"1709","Medical Oncology 3",2023-08-18,21
"1710","Medical Oncology 3",2023-08-25,21
"1711","Medical Oncology 3",2023-09-01,21
"1712","Medical Oncology 3",2023-09-08,14
"1713","Medical Oncology 3",2023-09-15,14
"1714","Medical Oncology 3",2023-09-22,18
"1715","Medical Oncology 3",2023-09-29,18
"1716","Medical Oncology 3",2023-10-06,17
"1717","Medical Oncology 3",2023-10-13,7
"1718","Medical Oncology 3",2023-10-20,8
"1719","Medical Oncology 3",2023-10-27,10
"1720","Medical Oncology 3",2023-11-03,7
"1721","Medical Oncology 3",2023-11-10,19
"1722","Medical Oncology 3",2023-11-17,7
"1723","Medical Oncology 3",2023-11-24,3
"1724","Medical Oncology 3",2023-12-01,18
"1725","Medical Oncology 3",2023-12-08,19
"1726","Medical Oncology 3",2023-12-15,14
"1727","Medical Oncology 3",2023-12-22,19
"1728","Medical Oncology 3",2023-12-29,25
"1729","Pediatric Hematology",2022-03-04,0
"1730","Pediatric Hematology",2022-03-11,0
"1731","Pediatric Hematology",2022-03-18,0
"1732","Pediatric Hematology",2022-03-25,0
"1733","Pediatric Hematology",2022-04-01,0
"1734","Pediatric Hematology",2022-04-08,0
"1735","Pediatric Hematology",2022-04-15,0
"1736","Pediatric Hematology",2022-04-22,0
"1737","Pediatric Hematology",2022-04-29,0
"1738","Pediatric Hematology",2022-05-06,0
"1739","Pediatric Hematology",2022-05-13,0
"1740","Pediatric Hematology",2022-05-20,0
"1741","Pediatric Hematology",2022-05-27,0
"1742","Pediatric Hematology",2022-06-03,0
"1743","Pediatric Hematology",2022-06-10,0
"1744","Pediatric Hematology",2022-06-17,0
"1745","Pediatric Hematology",2022-06-24,0
"1746","Pediatric Hematology",2022-07-01,0
"1747","Pediatric Hematology",2022-07-08,0
"1748","Pediatric Hematology",2022-07-15,0
"1749","Pediatric Hematology",2022-07-22,0
"1750","Pediatric Hematology",2022-07-29,0
"1751","Pediatric Hematology",2022-08-05,0
"1752","Pediatric Hematology",2022-08-12,0
"1753","Pediatric Hematology",2022-08-19,0
"1754","Pediatric Hematology",2022-08-26,0
"1755","Pediatric Hematology",2022-09-02,0
"1756","Pediatric Hematology",2022-09-09,0
"1757","Pediatric Hematology",2022-09-16,0
"1758","Pediatric Hematology",2022-09-23,0
"1759","Pediatric Hematology",2022-09-30,0
"1760","Pediatric Hematology",2022-10-07,0
"1761","Pediatric Hematology",2022-10-14,0
"1762","Pediatric Hematology",2022-10-21,0
"1763","Pediatric Hematology",2022-10-28,0
"1764","Pediatric Hematology",2022-11-04,0
"1765","Pediatric Hematology",2022-11-11,0
"1766","Pediatric Hematology",2022-11-18,0
"1767","Pediatric Hematology",2022-11-25,0
"1768","Pediatric Hematology",2022-12-02,0
"1769","Pediatric Hematology",2022-12-09,0
"1770","Pediatric Hematology",2022-12-16,0
"1771","Pediatric Hematology",2022-12-23,0
"1772","Pediatric Hematology",2022-12-30,0
"1773","Pediatric Hematology",2023-01-06,0
"1774","Pediatric Hematology",2023-01-13,0
"1775","Pediatric Hematology",2023-01-20,0
"1776","Pediatric Hematology",2023-01-27,0
"1777","Pediatric Hematology",2023-02-03,0
"1778","Pediatric Hematology",2023-02-10,0
"1779","Pediatric Hematology",2023-02-17,0
"1780","Pediatric Hematology",2023-02-24,0
"1781","Pediatric Hematology",2023-03-03,0
"1782","Pediatric Hematology",2023-03-10,0
"1783","Pediatric Hematology",2023-03-17,0
"1784","Pediatric Hematology",2023-03-24,0
"1785","Pediatric Hematology",2023-03-31,0
"1786","Pediatric Hematology",2023-04-07,0
