"","Sectie","Data","Zile"
"1166","Hematologie 2",2022-06-13,2
"1167","Hematologie 2",2022-06-20,2
"1168","Hematologie 2",2022-06-27,2
"1169","Hematologie 2",2022-07-04,2
"1170","Hematologie 2",2022-07-18,2
"1171","Hematologie 2",2022-07-25,2
"1172","Hematologie 2",2022-08-01,2
"1173","Hematologie 2",2022-08-08,2
"1174","Hematologie 2",2022-08-15,2
"1175","Hematologie 2",2022-08-22,2
"1176","Hematologie 2",2022-08-29,3
"1177","Hematologie 2",2022-09-05,1
"1178","Hematologie 2",2022-09-12,1
"1179","Hematologie 2",2022-09-19,2
"1180","Hematologie 2",2022-09-26,2
"1181","Hematologie 2",2022-10-03,1
"1182","Hematologie 2",2022-10-10,1
"1183","Hematologie 2",2022-10-17,1
"1184","Hematologie 2",2022-10-24,4
"1185","Hematologie 2",2022-10-31,2
"1186","Hematologie 2",2022-11-07,2
"1187","Hematologie 2",2022-11-14,2
"1188","Hematologie 2",2022-11-21,3
"1189","Hematologie 2",2022-11-28,4
"1190","Hematologie 2",2022-12-05,3
"1191","Hematologie 2",2022-12-12,3
"1192","Hematologie 2",2022-12-19,4
"1193","Hematologie 2",2022-12-26,2
"1194","Hematologie 2",2023-01-02,7
"1195","Hematologie 2",2023-01-09,7
"1196","Hematologie 2",2023-01-16,4
"1197","Hematologie 2",2023-01-23,8
"1198","Hematologie 2",2023-01-30,1
"1199","Hematologie 2",2023-02-06,4
"1200","Hematologie 2",2023-02-13,3
"1201","Hematologie 2",2023-02-20,4
"1202","Hematologie 2",2023-02-27,2
"1203","Hematologie 2",2023-03-06,3
"1204","Hematologie 2",2023-03-13,3
"1205","Hematologie 2",2023-03-20,2
"1206","Hematologie 2",2023-03-27,3
"1207","Hematologie 2",2023-04-03,13
"1208","Hematologie 2",2023-04-10,8
"1209","Hematologie 2",2023-04-17,3
"1210","Hematologie 2",2023-04-24,3
"1211","Hematologie 2",2023-05-01,9
"1212","Hematologie 2",2023-05-08,15
"1213","Hematologie 2",2023-05-15,2
"1214","Hematologie 2",2023-05-22,2
"1215","Hematologie 2",2023-05-29,2
"1216","Hematologie 2",2023-06-05,2
"1217","Hematologie 2",2023-06-12,3
"1218","Hematologie 2",2023-06-19,2
"1219","Hematologie 2",2023-06-26,0
"1220","Hematologie 2",2023-07-03,0
"1221","Hematologie 2",2023-07-10,2
"1222","Hematologie 2",2023-07-17,0
"1223","Hematologie 2",2023-07-24,0
"1224","Hematologie 2",2023-07-31,0
"1225","Hematologie 2",2023-08-07,2
"1226","Hematologie 2",2023-08-14,2
"1227","Hematologie 2",2023-08-21,1
"1228","Hematologie 2",2023-08-28,1
"1229","Hematologie 2",2023-09-04,2
"1230","Hematologie 2",2023-09-11,1
"1231","Hematologie 2",2023-09-18,1
"1232","Hematologie 2",2023-09-25,2
"1233","Hematologie 4",2022-03-04,3
"1234","Hematologie 4",2022-03-28,2
"1235","Hematologie 4",2022-04-04,2
"1236","Hematologie 4",2022-04-11,2
"1237","Hematologie 4",2022-04-18,2
"1238","Hematologie 4",2022-04-26,0
"1239","Hematologie 4",2022-05-03,0
"1240","Hematologie 4",2022-05-16,2
"1241","Hematologie 4",2022-05-23,2
"1242","Hematologie 4",2022-05-30,2
"1243","Hematologie 4",2022-06-13,2
"1244","Hematologie 4",2022-06-20,2
"1245","Hematologie 4",2022-06-27,2
"1246","Hematologie 4",2022-07-04,-5
"1247","Hematologie 4",2022-07-18,2
"1248","Hematologie 4",2022-07-25,2
"1249","Hematologie 4",2022-08-01,2
"1250","Hematologie 4",2022-08-08,1
"1251","Hematologie 4",2022-08-15,14
"1252","Hematologie 4",2022-08-22,2
"1253","Hematologie 4",2022-08-29,3
"1254","Hematologie 4",2022-09-05,1
"1255","Hematologie 4",2022-09-12,1
"1256","Hematologie 4",2022-09-19,32
"1257","Hematologie 4",2022-09-26,2
"1258","Hematologie 4",2022-10-03,1
"1259","Hematologie 4",2022-10-10,0
"1260","Hematologie 4",2022-10-17,0
"1261","Hematologie 4",2022-10-24,0
"1262","Hematologie 4",2022-10-31,0
"1263","Hematologie 4",2022-11-07,0
"1264","Hematologie 4",2022-11-14,0
"1265","Hematologie 4",2022-11-21,0
"1266","Hematologie 4",2022-11-28,4
"1267","Hematologie 4",2022-12-05,3
"1268","Hematologie 4",2022-12-12,3
"1269","Hematologie 4",2022-12-19,2
"1270","Hematologie 4",2022-12-26,2
"1271","Hematologie 4",2023-01-02,2
"1272","Hematologie 4",2023-01-09,4
"1273","Hematologie 4",2023-01-16,2
"1274","Hematologie 4",2023-01-23,2
"1275","Hematologie 4",2023-01-30,3
"1276","Hematologie 4",2023-02-06,4
"1277","Hematologie 4",2023-02-13,3
"1278","Hematologie 4",2023-02-20,4
"1279","Hematologie 4",2023-02-27,2
"1280","Hematologie 4",2023-03-06,3
"1281","Hematologie 4",2023-03-13,2
"1282","Hematologie 4",2023-03-20,2
"1283","Hematologie 4",2023-03-27,0
"1284","Hematologie 4",2023-04-03,2
"1285","Hematologie 4",2023-04-10,2
"1286","Hematologie 4",2023-04-17,2
"1287","Hematologie 4",2023-04-24,3
"1288","Hematologie 4",2023-05-01,10
"1289","Hematologie 4",2023-05-08,15
"1290","Hematologie 4",2023-05-15,1
"1291","Hematologie 4",2023-05-22,2
"1292","Hematologie 4",2023-05-29,2
"1293","Hematologie 4",2023-06-05,2
"1294","Hematologie 4",2023-06-12,4
"1295","Hematologie 4",2023-06-19,2
"1296","Hematologie 4",2023-06-26,0
"1297","Hematologie 4",2023-07-03,2
"1298","Hematologie 4",2023-07-10,0
"1299","Hematologie 4",2023-07-17,1
"1300","Hematologie 4",2023-07-24,0
"1301","Hematologie 4",2023-07-31,1
"1302","Hematologie 4",2023-08-07,1
"1303","Hematologie 4",2023-08-14,7
"1304","Hematologie 4",2023-08-21,2
"1305","Hematologie 4",2023-08-28,1
"1306","Hematologie 4",2023-09-04,2
"1307","Hematologie 4",2023-09-11,3
"1308","Hematologie 4",2023-09-18,2
"1309","Hematologie 4",2023-09-25,2
"1310","Hematologie pentru copii",2022-03-04,0
"1311","Hematologie pentru copii",2022-03-28,0
"1312","Hematologie pentru copii",2022-04-04,0
"1313","Hematologie pentru copii",2022-04-11,0
"1314","Hematologie pentru copii",2022-04-18,0
"1315","Hematologie pentru copii",2022-04-26,0
"1316","Hematologie pentru copii",2022-05-03,0
"1317","Hematologie pentru copii",2022-05-16,0
"1318","Hematologie pentru copii",2022-05-23,0
"1319","Hematologie pentru copii",2022-05-30,0
"1320","Hematologie pentru copii",2022-06-13,0
"1321","Hematologie pentru copii",2022-06-20,0
"1322","Hematologie pentru copii",2022-06-27,0
"1323","Hematologie pentru copii",2022-07-04,0
"1324","Hematologie pentru copii",2022-07-18,0
"1325","Hematologie pentru copii",2022-07-25,0
"1326","Hematologie pentru copii",2022-08-01,0
"1327","Hematologie pentru copii",2022-08-08,0
"1328","Hematologie pentru copii",2022-08-15,0
"1329","Hematologie pentru copii",2022-08-22,0
"1330","Hematologie pentru copii",2022-08-29,0
"1331","Hematologie pentru copii",2022-09-05,0
"1332","Hematologie pentru copii",2022-09-12,0
"1333","Hematologie pentru copii",2022-09-19,0
"1334","Hematologie pentru copii",2022-09-26,0
"1335","Hematologie pentru copii",2022-10-03,0
"1336","Hematologie pentru copii",2022-10-10,0
"1337","Hematologie pentru copii",2022-10-17,0
"1338","Hematologie pentru copii",2022-10-24,0
"1339","Hematologie pentru copii",2022-10-31,0
"1340","Hematologie pentru copii",2022-11-07,0
"1341","Hematologie pentru copii",2022-11-14,0
"1342","Hematologie pentru copii",2022-11-21,0
"1343","Hematologie pentru copii",2022-11-28,0
"1344","Hematologie pentru copii",2022-12-05,0
"1345","Hematologie pentru copii",2022-12-12,0
"1346","Hematologie pentru copii",2022-12-19,0
"1347","Hematologie pentru copii",2022-12-26,0
"1348","Hematologie pentru copii",2023-01-02,0
"1349","Hematologie pentru copii",2023-01-09,0
"1350","Hematologie pentru copii",2023-01-16,0
"1351","Hematologie pentru copii",2023-01-23,0
"1352","Hematologie pentru copii",2023-01-30,0
"1353","Hematologie pentru copii",2023-02-06,0
"1354","Hematologie pentru copii",2023-02-13,0
"1355","Hematologie pentru copii",2023-02-20,0
"1356","Hematologie pentru copii",2023-02-27,0
"1357","Hematologie pentru copii",2023-03-06,0
"1358","Hematologie pentru copii",2023-03-13,0
"1359","Hematologie pentru copii",2023-03-20,0
"1360","Hematologie pentru copii",2023-03-27,0
"1361","Hematologie pentru copii",2023-04-03,0
"1362","Hematologie pentru copii",2023-04-10,0
"1363","Hematologie pentru copii",2023-04-17,0
"1364","Hematologie pentru copii",2023-04-24,0
"1365","Hematologie pentru copii",2023-05-01,0
"1366","Hematologie pentru copii",2023-05-08,0
"1367","Hematologie pentru copii",2023-05-15,0
"1368","Hematologie pentru copii",2023-05-22,0
"1369","Hematologie pentru copii",2023-05-29,0
"1370","Hematologie pentru copii",2023-06-05,0
"1371","Hematologie pentru copii",2023-06-12,0
"1372","Hematologie pentru copii",2023-06-19,0
"1373","Hematologie pentru copii",2023-06-26,0
"1374","Hematologie pentru copii",2023-07-03,0
"1375","Hematologie pentru copii",2023-07-10,0
"1376","Hematologie pentru copii",2023-07-17,0
"1377","Hematologie pentru copii",2023-07-24,0
"1378","Hematologie pentru copii",2023-07-31,0
"1379","Hematologie pentru copii",2023-08-07,0
"1380","Hematologie pentru copii",2023-08-14,0
"1381","Hematologie pentru copii",2023-08-21,0
"1382","Hematologie pentru copii",2023-08-28,0
"1383","Hematologie pentru copii",2023-09-04,0
"1384","Hematologie pentru copii",2023-09-11,0
"1385","Hematologie pentru copii",2023-09-18,0
"1386","Hematologie pentru copii",2023-09-25,0
"1387","Oncologie radiologică 1",2022-03-04,32
"1388","Oncologie radiologică 1",2022-03-28,36
"1389","Oncologie radiologică 1",2022-04-04,0
"1390","Oncologie radiologică 1",2022-04-11,30
"1391","Oncologie radiologică 1",2022-04-18,5
"1392","Oncologie radiologică 1",2022-04-26,34
"1393","Oncologie radiologică 1",2022-05-03,28
"1394","Oncologie radiologică 1",2022-05-16,35
"1395","Oncologie radiologică 1",2022-05-23,35
"1396","Oncologie radiologică 1",2022-05-30,35
"1397","Oncologie radiologică 1",2022-06-13,42
"1398","Oncologie radiologică 1",2022-06-20,38
"1399","Oncologie radiologică 1",2022-06-27,35
"1400","Oncologie radiologică 1",2022-07-04,29
"1401","Oncologie radiologică 1",2022-07-18,35
"1402","Oncologie radiologică 1",2022-07-25,35
"1403","Oncologie radiologică 1",2022-08-01,29
"1404","Oncologie radiologică 1",2022-08-08,29
"1405","Oncologie radiologică 1",2022-08-15,28
"1406","Oncologie radiologică 1",2022-08-22,23
"1407","Oncologie radiologică 1",2022-08-29,23
"1408","Oncologie radiologică 1",2022-09-05,21
"1409","Oncologie radiologică 1",2022-09-12,21
"1410","Oncologie radiologică 1",2022-09-19,28
"1411","Oncologie radiologică 1",2022-09-26,30
"1412","Oncologie radiologică 1",2022-10-03,28
"1413","Oncologie radiologică 1",2022-10-10,22
"1414","Oncologie radiologică 1",2022-10-17,21
"1415","Oncologie radiologică 1",2022-10-24,21
"1416","Oncologie radiologică 1",2022-10-31,22
"1417","Oncologie radiologică 1",2022-11-07,21
"1418","Oncologie radiologică 1",2022-11-14,21
"1419","Oncologie radiologică 1",2022-11-21,21
"1420","Oncologie radiologică 1",2022-11-28,15
"1421","Oncologie radiologică 1",2022-12-05,21
"1422","Oncologie radiologică 1",2022-12-12,14
"1423","Oncologie radiologică 1",2022-12-19,29
"1424","Oncologie radiologică 1",2022-12-26,29
"1425","Oncologie radiologică 1",2023-01-02,28
"1426","Oncologie radiologică 1",2023-01-09,23
"1427","Oncologie radiologică 1",2023-01-16,23
"1428","Oncologie radiologică 1",2023-01-23,21
"1429","Oncologie radiologică 1",2023-01-30,21
"1430","Oncologie radiologică 1",2023-02-06,21
"1431","Oncologie radiologică 1",2023-02-13,24
"1432","Oncologie radiologică 1",2023-02-20,21
"1433","Oncologie radiologică 1",2023-02-27,28
"1434","Oncologie radiologică 1",2023-03-06,28
"1435","Oncologie radiologică 1",2023-03-13,21
"1436","Oncologie radiologică 1",2023-03-20,22
"1437","Oncologie radiologică 1",2023-03-27,30
"1438","Oncologie radiologică 1",2023-04-03,30
"1439","Oncologie radiologică 1",2023-04-10,30
"1440","Oncologie radiologică 1",2023-04-17,28
"1441","Oncologie radiologică 1",2023-04-24,28
"1442","Oncologie radiologică 1",2023-05-01,22
"1443","Oncologie radiologică 1",2023-05-08,21
"1444","Oncologie radiologică 1",2023-05-15,21
"1445","Oncologie radiologică 1",2023-05-22,14
"1446","Oncologie radiologică 1",2023-05-29,21
"1447","Oncologie radiologică 1",2023-06-05,15
"1448","Oncologie radiologică 1",2023-06-12,9
"1449","Oncologie radiologică 1",2023-06-19,7
"1450","Oncologie radiologică 1",2023-06-26,7
"1451","Oncologie radiologică 1",2023-07-03,3
"1452","Oncologie radiologică 1",2023-07-10,14
"1453","Oncologie radiologică 1",2023-07-17,15
"1454","Oncologie radiologică 1",2023-07-24,21
"1455","Oncologie radiologică 1",2023-07-31,21
"1456","Oncologie radiologică 1",2023-08-07,21
"1457","Oncologie radiologică 1",2023-08-14,15
"1458","Oncologie radiologică 1",2023-08-21,15
"1459","Oncologie radiologică 1",2023-08-28,15
"1460","Oncologie radiologică 1",2023-09-04,15
"1461","Oncologie radiologică 1",2023-09-11,14
"1462","Oncologie radiologică 1",2023-09-18,14
"1463","Oncologie radiologică 1",2023-09-25,14
"1464","Oncologie radiologică 2",2022-03-04,31
"1465","Oncologie radiologică 2",2022-03-28,36
"1466","Oncologie radiologică 2",2022-04-04,0
"1467","Oncologie radiologică 2",2022-04-11,36
"1468","Oncologie radiologică 2",2022-04-18,5
"1469","Oncologie radiologică 2",2022-04-26,34
"1470","Oncologie radiologică 2",2022-05-03,34
"1471","Oncologie radiologică 2",2022-05-16,35
"1472","Oncologie radiologică 2",2022-05-23,42
"1473","Oncologie radiologică 2",2022-05-30,35
"1474","Oncologie radiologică 2",2022-06-13,42
"1475","Oncologie radiologică 2",2022-06-20,36
"1476","Oncologie radiologică 2",2022-06-27,35
"1477","Oncologie radiologică 2",2022-07-04,29
"1478","Oncologie radiologică 2",2022-07-18,28
"1479","Oncologie radiologică 2",2022-07-25,28
"1480","Oncologie radiologică 2",2022-08-01,29
"1481","Oncologie radiologică 2",2022-08-08,29
"1482","Oncologie radiologică 2",2022-08-15,28
"1483","Oncologie radiologică 2",2022-08-22,23
"1484","Oncologie radiologică 2",2022-08-29,23
"1485","Oncologie radiologică 2",2022-09-05,21
"1486","Oncologie radiologică 2",2022-09-12,21
"1487","Oncologie radiologică 2",2022-09-19,28
"1488","Oncologie radiologică 2",2022-09-26,29
"1489","Oncologie radiologică 2",2022-10-03,29
"1490","Oncologie radiologică 2",2022-10-10,22
"1491","Oncologie radiologică 2",2022-10-17,21
"1492","Oncologie radiologică 2",2022-10-24,21
"1493","Oncologie radiologică 2",2022-10-31,28
"1494","Oncologie radiologică 2",2022-11-07,21
"1495","Oncologie radiologică 2",2022-11-14,16
"1496","Oncologie radiologică 2",2022-11-21,21
"1497","Oncologie radiologică 2",2022-11-28,15
"1498","Oncologie radiologică 2",2022-12-05,16
"1499","Oncologie radiologică 2",2022-12-12,14
"1500","Oncologie radiologică 2",2022-12-19,29
"1501","Oncologie radiologică 2",2022-12-26,29
"1502","Oncologie radiologică 2",2023-01-02,28
"1503","Oncologie radiologică 2",2023-01-09,23
"1504","Oncologie radiologică 2",2023-01-16,23
"1505","Oncologie radiologică 2",2023-01-23,21
"1506","Oncologie radiologică 2",2023-01-30,21
"1507","Oncologie radiologică 2",2023-02-06,21
"1508","Oncologie radiologică 2",2023-02-13,24
"1509","Oncologie radiologică 2",2023-02-20,21
"1510","Oncologie radiologică 2",2023-02-27,28
"1511","Oncologie radiologică 2",2023-03-06,28
"1512","Oncologie radiologică 2",2023-03-13,21
"1513","Oncologie radiologică 2",2023-03-20,22
"1514","Oncologie radiologică 2",2023-03-27,30
"1515","Oncologie radiologică 2",2023-04-03,30
"1516","Oncologie radiologică 2",2023-04-10,22
"1517","Oncologie radiologică 2",2023-04-17,28
"1518","Oncologie radiologică 2",2023-04-24,21
"1519","Oncologie radiologică 2",2023-05-01,22
"1520","Oncologie radiologică 2",2023-05-08,15
"1521","Oncologie radiologică 2",2023-05-15,21
"1522","Oncologie radiologică 2",2023-05-22,14
"1523","Oncologie radiologică 2",2023-05-29,21
"1524","Oncologie radiologică 2",2023-06-05,14
"1525","Oncologie radiologică 2",2023-06-12,14
"1526","Oncologie radiologică 2",2023-06-19,7
"1527","Oncologie radiologică 2",2023-06-26,2
"1528","Oncologie radiologică 2",2023-07-03,8
"1529","Oncologie radiologică 2",2023-07-10,14
"1530","Oncologie radiologică 2",2023-07-17,9
"1531","Oncologie radiologică 2",2023-07-24,21
"1532","Oncologie radiologică 2",2023-07-31,21
"1533","Oncologie radiologică 2",2023-08-07,21
"1534","Oncologie radiologică 2",2023-08-14,15
"1535","Oncologie radiologică 2",2023-08-21,15
"1536","Oncologie radiologică 2",2023-08-28,21
"1537","Oncologie radiologică 2",2023-09-04,15
"1538","Oncologie radiologică 2",2023-09-11,14
"1539","Oncologie radiologică 2",2023-09-18,14
"1540","Oncologie radiologică 2",2023-09-25,7
"1541","Oncologie radiologică 3",2022-03-04,10
"1542","Oncologie radiologică 3",2022-03-28,7
"1543","Oncologie radiologică 3",2022-04-04,2
"1544","Oncologie radiologică 3",2022-04-11,2
"1545","Oncologie radiologică 3",2022-04-18,8
"1546","Oncologie radiologică 3",2022-04-26,31
"1547","Oncologie radiologică 3",2022-05-03,2
"1548","Oncologie radiologică 3",2022-05-16,9
"1549","Oncologie radiologică 3",2022-05-23,14
"1550","Oncologie radiologică 3",2022-05-30,7
"1551","Oncologie radiologică 3",2022-06-13,0
"1552","Oncologie radiologică 3",2022-06-20,0
"1553","Oncologie radiologică 3",2022-06-27,7
"1554","Oncologie radiologică 3",2022-07-04,21
"1555","Oncologie radiologică 3",2022-07-18,28
"1556","Oncologie radiologică 3",2022-07-25,28
"1557","Oncologie radiologică 3",2022-08-01,28
"1558","Oncologie radiologică 3",2022-08-08,28
"1559","Oncologie radiologică 3",2022-08-15,28
"1560","Oncologie radiologică 3",2022-08-22,28
"1561","Oncologie radiologică 3",2022-08-29,21
"1562","Oncologie radiologică 3",2022-09-05,16
"1563","Oncologie radiologică 3",2022-09-12,16
"1564","Oncologie radiologică 3",2022-09-19,17
"1565","Oncologie radiologică 3",2022-09-26,15
"1566","Oncologie radiologică 3",2022-10-03,28
"1567","Oncologie radiologică 3",2022-10-10,22
"1568","Oncologie radiologică 3",2022-10-17,21
"1569","Oncologie radiologică 3",2022-10-24,21
"1570","Oncologie radiologică 3",2022-10-31,16
"1571","Oncologie radiologică 3",2022-11-07,14
"1572","Oncologie radiologică 3",2022-11-14,14
"1573","Oncologie radiologică 3",2022-11-21,10
"1574","Oncologie radiologică 3",2022-11-28,9
"1575","Oncologie radiologică 3",2022-12-05,14
"1576","Oncologie radiologică 3",2022-12-12,9
"1577","Oncologie radiologică 3",2022-12-19,9
"1578","Oncologie radiologică 3",2022-12-26,14
"1579","Oncologie radiologică 3",2023-01-02,9
"1580","Oncologie radiologică 3",2023-01-09,7
"1581","Oncologie radiologică 3",2023-01-16,7
"1582","Oncologie radiologică 3",2023-01-23,1
"1583","Oncologie radiologică 3",2023-01-30,1
"1584","Oncologie radiologică 3",2023-02-06,7
"1585","Oncologie radiologică 3",2023-02-13,8
"1586","Oncologie radiologică 3",2023-02-20,14
"1587","Oncologie radiologică 3",2023-02-27,14
"1588","Oncologie radiologică 3",2023-03-06,14
"1589","Oncologie radiologică 3",2023-03-13,14
"1590","Oncologie radiologică 3",2023-03-20,0
"1591","Oncologie radiologică 3",2023-03-27,8
"1592","Oncologie radiologică 3",2023-04-03,8
"1593","Oncologie radiologică 3",2023-04-10,2
"1594","Oncologie radiologică 3",2023-04-17,8
"1595","Oncologie radiologică 3",2023-04-24,8
"1596","Oncologie radiologică 3",2023-05-01,2
"1597","Oncologie radiologică 3",2023-05-08,7
"1598","Oncologie radiologică 3",2023-05-15,7
"1599","Oncologie radiologică 3",2023-05-22,7
"1600","Oncologie radiologică 3",2023-05-29,7
"1601","Oncologie radiologică 3",2023-06-05,7
"1602","Oncologie radiologică 3",2023-06-12,2
"1603","Oncologie radiologică 3",2023-06-19,1
"1604","Oncologie radiologică 3",2023-06-26,2
"1605","Oncologie radiologică 3",2023-07-03,1
"1606","Oncologie radiologică 3",2023-07-10,7
"1607","Oncologie radiologică 3",2023-07-17,2
"1608","Oncologie radiologică 3",2023-07-24,1
"1609","Oncologie radiologică 3",2023-07-31,0
"1610","Oncologie radiologică 3",2023-08-07,0
"1611","Oncologie radiologică 3",2023-08-14,0
"1612","Oncologie radiologică 3",2023-08-21,1
"1613","Oncologie radiologică 3",2023-08-28,1
"1614","Oncologie radiologică 3",2023-09-04,0
"1615","Oncologie radiologică 3",2023-09-11,0
"1616","Oncologie radiologică 3",2023-09-18,0
"1617","Oncologie radiologică 3",2023-09-25,7
"1618","Oncologie radiologică 4/Branhiterapia",2022-03-04,3
"1619","Oncologie radiologică 4/Branhiterapia",2022-03-28,0
"1620","Oncologie radiologică 4/Branhiterapia",2022-04-04,14
"1621","Oncologie radiologică 4/Branhiterapia",2022-04-11,8
"1622","Oncologie radiologică 4/Branhiterapia",2022-04-18,8
"1623","Oncologie radiologică 4/Branhiterapia",2022-04-26,14
"1624","Oncologie radiologică 4/Branhiterapia",2022-05-03,13
"1625","Oncologie radiologică 4/Branhiterapia",2022-05-16,11
"1626","Oncologie radiologică 4/Branhiterapia",2022-05-23,14
"1627","Oncologie radiologică 4/Branhiterapia",2022-05-30,14
"1628","Oncologie radiologică 4/Branhiterapia",2022-06-13,8
"1629","Oncologie radiologică 4/Branhiterapia",2022-06-20,14
"1630","Oncologie radiologică 4/Branhiterapia",2022-06-27,21
"1631","Oncologie radiologică 4/Branhiterapia",2022-07-04,35
"1632","Oncologie radiologică 4/Branhiterapia",2022-07-18,21
"1633","Oncologie radiologică 4/Branhiterapia",2022-07-25,28
"1634","Oncologie radiologică 4/Branhiterapia",2022-08-01,24
"1635","Oncologie radiologică 4/Branhiterapia",2022-08-08,21
"1636","Oncologie radiologică 4/Branhiterapia",2022-08-15,24
"1637","Oncologie radiologică 4/Branhiterapia",2022-08-22,23
"1638","Oncologie radiologică 4/Branhiterapia",2022-08-29,25
"1639","Oncologie radiologică 4/Branhiterapia",2022-09-05,16
"1640","Oncologie radiologică 4/Branhiterapia",2022-09-12,16
"1641","Oncologie radiologică 4/Branhiterapia",2022-09-19,16
"1642","Oncologie radiologică 4/Branhiterapia",2022-09-26,11
"1643","Oncologie radiologică 4/Branhiterapia",2022-10-03,8
"1644","Oncologie radiologică 4/Branhiterapia",2022-10-10,3
"1645","Oncologie radiologică 4/Branhiterapia",2022-10-17,0
"1646","Oncologie radiologică 4/Branhiterapia",2022-10-24,9
"1647","Oncologie radiologică 4/Branhiterapia",2022-10-31,4
"1648","Oncologie radiologică 4/Branhiterapia",2022-11-07,1
"1649","Oncologie radiologică 4/Branhiterapia",2022-11-14,14
"1650","Oncologie radiologică 4/Branhiterapia",2022-11-21,1
"1651","Oncologie radiologică 4/Branhiterapia",2022-11-28,2
"1652","Oncologie radiologică 4/Branhiterapia",2022-12-05,3
"1653","Oncologie radiologică 4/Branhiterapia",2022-12-12,2
"1654","Oncologie radiologică 4/Branhiterapia",2022-12-19,2
"1655","Oncologie radiologică 4/Branhiterapia",2022-12-26,0
"1656","Oncologie radiologică 4/Branhiterapia",2023-01-02,1
"1657","Oncologie radiologică 4/Branhiterapia",2023-01-09,0
"1658","Oncologie radiologică 4/Branhiterapia",2023-01-16,2
"1659","Oncologie radiologică 4/Branhiterapia",2023-01-23,7
"1660","Oncologie radiologică 4/Branhiterapia",2023-01-30,7
"1661","Oncologie radiologică 4/Branhiterapia",2023-02-06,2
"1662","Oncologie radiologică 4/Branhiterapia",2023-02-13,7
"1663","Oncologie radiologică 4/Branhiterapia",2023-02-20,4
"1664","Oncologie radiologică 4/Branhiterapia",2023-02-27,4
"1665","Oncologie radiologică 4/Branhiterapia",2023-03-06,7
"1666","Oncologie radiologică 4/Branhiterapia",2023-03-13,7
"1667","Oncologie radiologică 4/Branhiterapia",2023-03-20,0
"1668","Oncologie radiologică 4/Branhiterapia",2023-03-27,0
"1669","Oncologie radiologică 4/Branhiterapia",2023-04-03,0
"1670","Oncologie radiologică 4/Branhiterapia",2023-04-10,10
"1671","Oncologie radiologică 4/Branhiterapia",2023-04-17,9
"1672","Oncologie radiologică 4/Branhiterapia",2023-04-24,21
"1673","Oncologie radiologică 4/Branhiterapia",2023-05-01,21
"1674","Oncologie radiologică 4/Branhiterapia",2023-05-08,15
"1675","Oncologie radiologică 4/Branhiterapia",2023-05-15,14
"1676","Oncologie radiologică 4/Branhiterapia",2023-05-22,14
"1677","Oncologie radiologică 4/Branhiterapia",2023-05-29,7
"1678","Oncologie radiologică 4/Branhiterapia",2023-06-05,9
"1679","Oncologie radiologică 4/Branhiterapia",2023-06-12,9
"1680","Oncologie radiologică 4/Branhiterapia",2023-06-19,7
"1681","Oncologie radiologică 4/Branhiterapia",2023-06-26,0
"1682","Oncologie radiologică 4/Branhiterapia",2023-07-03,0
"1683","Oncologie radiologică 4/Branhiterapia",2023-07-10,1
"1684","Oncologie radiologică 4/Branhiterapia",2023-07-17,1
"1685","Oncologie radiologică 4/Branhiterapia",2023-07-24,0
"1686","Oncologie radiologică 4/Branhiterapia",2023-07-31,0
"1687","Oncologie radiologică 4/Branhiterapia",2023-08-07,7
"1688","Oncologie radiologică 4/Branhiterapia",2023-08-14,9
"1689","Oncologie radiologică 4/Branhiterapia",2023-08-21,3
"1690","Oncologie radiologică 4/Branhiterapia",2023-08-28,7
"1691","Oncologie radiologică 4/Branhiterapia",2023-09-04,1
"1692","Oncologie radiologică 4/Branhiterapia",2023-09-11,0
"1693","Oncologie radiologică 4/Branhiterapia",2023-09-18,0
"1694","Oncologie radiologică 4/Branhiterapia",2023-09-25,14
"1695","Oncologie medicală 1",2022-03-04,12
"1696","Oncologie medicală 1",2022-03-28,10
"1697","Oncologie medicală 1",2022-04-04,14
"1698","Oncologie medicală 1",2022-04-11,9
"1699","Oncologie medicală 1",2022-04-18,17
"1700","Oncologie medicală 1",2022-04-26,16
"1701","Oncologie medicală 1",2022-05-03,13
"1702","Oncologie medicală 1",2022-05-16,14
"1703","Oncologie medicală 1",2022-05-23,7
"1704","Oncologie medicală 1",2022-05-30,7
"1705","Oncologie medicală 1",2022-06-13,10
"1706","Oncologie medicală 1",2022-06-20,27
"1707","Oncologie medicală 1",2022-06-27,16
"1708","Oncologie medicală 1",2022-07-04,14
"1709","Oncologie medicală 1",2022-07-18,23
"1710","Oncologie medicală 1",2022-07-25,14
"1711","Oncologie medicală 1",2022-08-01,15
"1712","Oncologie medicală 1",2022-08-08,10
"1713","Oncologie medicală 1",2022-08-15,14
"1714","Oncologie medicală 1",2022-08-22,10
"1715","Oncologie medicală 1",2022-08-29,14
"1716","Oncologie medicală 1",2022-09-05,10
"1717","Oncologie medicală 1",2022-09-12,10
"1718","Oncologie medicală 1",2022-09-19,10
"1719","Oncologie medicală 1",2022-09-26,14
"1720","Oncologie medicală 1",2022-10-03,22
"1721","Oncologie medicală 1",2022-10-10,14
"1722","Oncologie medicală 1",2022-10-17,14
"1723","Oncologie medicală 1",2022-10-24,10
"1724","Oncologie medicală 1",2022-10-31,14
"1725","Oncologie medicală 1",2022-11-07,9
"1726","Oncologie medicală 1",2022-11-14,8
"1727","Oncologie medicală 1",2022-11-21,9
